legacy_function,package_interface,caller_path,caller_category,migration_status,retention_reason,package_backend_dependency,deletion_eligible,unexpected_caller
solve_block_thomas_ldl,rkkt.solver.solveDayChain,src/diagnostics/generate_stage_a4_rns1_stress_fixture.m,historical_stage_or_diagnostic,retained_for_historical_or_diagnostic_compatibility,历史阶段或诊断入口保留；用于既有证据和定向诊断兼容,false,false,false
solve_block_thomas_ldl,rkkt.solver.solveDayChain,src/solver/solve_recursive_direction.m,deletion_candidate,future_deletion_candidate_not_authorized,历史阶段兼容包装；仅在五项删除门槛满足且用户另行批准后可评估,false,false,false
solve_block_thomas_ldl,rkkt.solver.solveDayChain,src/solver/solve_stage_a_multiday_recursive_direction.m,package_compatibility_backend,package_facade_backend_retained,冻结rkkt.*薄门面保留的现有正式生产后端链,true,false,false
solve_block_thomas_ldl,rkkt.solver.solveDayChain,tests/unit/test_stage_a1_solver_components.m,regression_test,retained_as_regression_reference,回归测试或新旧严格一致性测试需要旧入口作为审计基准,false,false,false
solve_block_thomas_ldl,rkkt.solver.solveDayChain,tests/unit/test_stage_a2_solver_components.m,regression_test,retained_as_regression_reference,回归测试或新旧严格一致性测试需要旧入口作为审计基准,false,false,false
solve_stage_a_multiday_core16_ldl,rkkt.solver.solveGlobalCore,src/+rkkt/+solver/solveGlobalCore.m,package_compatibility_backend,package_facade_backend_retained,冻结rkkt.*薄门面按合同直接委托旧正式函数,true,false,false
solve_stage_a_multiday_core16_ldl,rkkt.solver.solveGlobalCore,src/solver/solve_stage_a_multiday_recursive_direction.m,package_compatibility_backend,package_facade_backend_retained,冻结rkkt.*薄门面保留的现有正式生产后端链,true,false,false
solve_stage_a_multiday_core16_ldl,rkkt.solver.solveGlobalCore,src/solver/solve_stage_a3_core16_ldl.m,deletion_candidate,future_deletion_candidate_not_authorized,历史阶段兼容包装；仅在五项删除门槛满足且用户另行批准后可评估,false,false,false
solve_stage_a_multiday_full_kkt_direction,rkkt.solver.solveFullKKT,src/+rkkt/+solver/+validation/runFullKKT.m,historical_stage_or_diagnostic,retained_for_historical_or_diagnostic_compatibility,模块人工验证保留新旧严格一致性对照,false,false,false
solve_stage_a_multiday_full_kkt_direction,rkkt.solver.solveFullKKT,src/+rkkt/+solver/solveFullKKT.m,package_compatibility_backend,package_facade_backend_retained,冻结rkkt.*薄门面按合同直接委托旧正式函数,true,false,false
solve_stage_a_multiday_full_kkt_direction,rkkt.solver.solveFullKKT,src/diagnostics/execute_stage_a4_iteration.m,package_compatibility_backend,package_facade_backend_retained,冻结rkkt.*薄门面保留的现有正式生产后端链,true,false,false
solve_stage_a_multiday_full_kkt_direction,rkkt.solver.solveFullKKT,src/diagnostics/generate_stage_a4_rns1_stress_fixture.m,historical_stage_or_diagnostic,retained_for_historical_or_diagnostic_compatibility,历史阶段或诊断入口保留；用于既有证据和定向诊断兼容,false,false,false
solve_stage_a_multiday_full_kkt_direction,rkkt.solver.solveFullKKT,src/solver/solve_stage_a3_full_kkt_direction.m,deletion_candidate,future_deletion_candidate_not_authorized,历史阶段兼容包装；仅在五项删除门槛满足且用户另行批准后可评估,false,false,false
update_primal_dual_state,rkkt.ipm.step,src/diagnostics/execute_stage_a4_iteration.m,package_compatibility_backend,package_facade_backend_retained,冻结rkkt.*薄门面保留的现有正式生产后端链,true,false,false
update_primal_dual_state,rkkt.ipm.step,tests/unit/test_stage_a4_step_update.m,regression_test,retained_as_regression_reference,回归测试或新旧严格一致性测试需要旧入口作为审计基准,false,false,false
verify_stage_a_multiday_direction_equivalence,rkkt.solver.verifyEquivalence,src/+rkkt/+solver/verifyEquivalence.m,package_compatibility_backend,package_facade_backend_retained,冻结rkkt.*薄门面按合同直接委托旧正式函数,true,false,false
verify_stage_a_multiday_direction_equivalence,rkkt.solver.verifyEquivalence,src/diagnostics/execute_stage_a4_iteration.m,package_compatibility_backend,package_facade_backend_retained,冻结rkkt.*薄门面保留的现有正式生产后端链,true,false,false
verify_stage_a_multiday_direction_equivalence,rkkt.solver.verifyEquivalence,src/diagnostics/generate_stage_a4_rns1_stress_fixture.m,historical_stage_or_diagnostic,retained_for_historical_or_diagnostic_compatibility,历史阶段或诊断入口保留；用于既有证据和定向诊断兼容,false,false,false
verify_stage_a_multiday_direction_equivalence,rkkt.solver.verifyEquivalence,src/diagnostics/run_stage_a4_rns1_stability_audit.m,historical_stage_or_diagnostic,retained_for_historical_or_diagnostic_compatibility,历史阶段或诊断入口保留；用于既有证据和定向诊断兼容,false,false,false
verify_stage_a_multiday_direction_equivalence,rkkt.solver.verifyEquivalence,src/solver/verify_stage_a3_direction_equivalence.m,deletion_candidate,future_deletion_candidate_not_authorized,历史阶段兼容包装；仅在五项删除门槛满足且用户另行批准后可评估,false,false,false
aggregate_stage_a_multiday_day_responses,rkkt.solver.aggregateDayResponses,src/+rkkt/+solver/+validation/runDayAggregation.m,historical_stage_or_diagnostic,retained_for_historical_or_diagnostic_compatibility,模块人工验证通过ValidationSupport动态委托旧入口；保留新旧严格一致性对照,false,false,false
solve_block_thomas_ldl,rkkt.solver.solveDayChain,src/+rkkt/+solver/+validation/runDayChain.m,historical_stage_or_diagnostic,retained_for_historical_or_diagnostic_compatibility,模块人工验证通过ValidationSupport动态委托旧入口；保留新旧严格一致性对照,false,false,false
form_stage_a_multiday_day_response,rkkt.solver.buildDayResponse,src/+rkkt/+solver/+validation/runDayResponse.m,historical_stage_or_diagnostic,retained_for_historical_or_diagnostic_compatibility,模块人工验证通过ValidationSupport动态委托旧入口；保留新旧严格一致性对照,false,false,false
recover_stage_a_multiday_recursive_direction,rkkt.solver.recoverDirection,src/+rkkt/+solver/+validation/runRecovery.m,historical_stage_or_diagnostic,retained_for_historical_or_diagnostic_compatibility,模块人工验证通过ValidationSupport动态委托旧入口；保留新旧严格一致性对照,false,false,false
partition_stage_a_multiday_recursive_system,rkkt.solver.partitionRecursiveSystem,src/+rkkt/+solver/+validation/runPartition.m,historical_stage_or_diagnostic,retained_for_historical_or_diagnostic_compatibility,模块人工验证通过ValidationSupport动态委托旧入口；保留新旧严格一致性对照,false,false,false
solve_stage_a_multiday_core16_ldl,rkkt.solver.solveGlobalCore,src/+rkkt/+solver/+validation/runGlobalCore.m,historical_stage_or_diagnostic,retained_for_historical_or_diagnostic_compatibility,模块人工验证通过ValidationSupport动态委托旧入口；保留新旧严格一致性对照,false,false,false
verify_stage_a_multiday_direction_equivalence,rkkt.solver.verifyEquivalence,src/+rkkt/+solver/+validation/runEquivalence.m,historical_stage_or_diagnostic,retained_for_historical_or_diagnostic_compatibility,模块人工验证通过ValidationSupport动态委托旧入口；保留新旧严格一致性对照,false,false,false
execute_stage_a4_iteration,rkkt.ipm.step,src/+rkkt/+ipm/+validation/runStep.m,historical_stage_or_diagnostic,retained_for_historical_or_diagnostic_compatibility,模块人工验证通过ValidationSupport动态委托旧入口；保留新旧严格一致性对照,false,false,false
execute_stage_a4_iteration,rkkt.ipm.step,src/+rkkt/+ipm/+validation/runSolve.m,historical_stage_or_diagnostic,retained_for_historical_or_diagnostic_compatibility,模块人工验证通过ValidationSupport动态委托旧入口；保留新旧严格一致性对照,false,false,false
run_stage_a4_full_ipm,rkkt.ipm.solve,src/+rkkt/+ipm/+validation/runSolve.m,historical_stage_or_diagnostic,retained_for_historical_or_diagnostic_compatibility,模块人工验证通过ValidationSupport动态委托旧入口；保留接口合同错误路径对照,false,false,false
